% This is the magnetization curve shown in Figure
% 2-46.  The first column is the magnetomotive force
% in ampere-turns, and the second column is the 
% resulting flux in webers.  The data will be loaded 
% into an N x 2 array named mag_curve_1, with the first 
% column containing the mmf and the second column 
% containing the resulting flux.  Note that this curve
% shows both positive and negative mmf, so that it 
% can be used to interpolate both positive and negative
% magnetiztion currents.  MATLAB function "interp1" can 
% be used to recover a value from this curve. 
 -1.8000000e+003 -1.3000000e-003
 -1.7640000e+003 -1.2956598e-003
 -1.7280000e+003 -1.2916738e-003
 -1.6920000e+003 -1.2879611e-003
 -1.6560000e+003 -1.2844413e-003
 -1.6200000e+003 -1.2810336e-003
 -1.5840000e+003 -1.2776576e-003
 -1.5480000e+003 -1.2742325e-003
 -1.5120000e+003 -1.2706777e-003
 -1.4760000e+003 -1.2669128e-003
 -1.4400000e+003 -1.2628572e-003
 -1.4040000e+003 -1.2584300e-003
 -1.3680000e+003 -1.2535508e-003
 -1.3320000e+003 -1.2481390e-003
 -1.2960000e+003 -1.2421139e-003
 -1.2600000e+003 -1.2353950e-003
 -1.2240000e+003 -1.2279016e-003
 -1.1880000e+003 -1.2195532e-003
 -1.1520000e+003 -1.2102690e-003
 -1.1160000e+003 -1.1999687e-003
 -1.0800000e+003 -1.1885715e-003
 -1.0440000e+003 -1.1760309e-003
 -1.0080000e+003 -1.1624372e-003
 -9.7200000e+002 -1.1479152e-003
 -9.3600000e+002 -1.1325889e-003
 -9.0000000e+002 -1.1165830e-003
 -8.6400000e+002 -1.1000219e-003
 -8.2800000e+002 -1.0830299e-003
 -7.9200000e+002 -1.0657317e-003
 -7.5600000e+002 -1.0482517e-003
 -7.2000000e+002 -1.0307143e-003
 -6.8400000e+002 -1.0131003e-003
 -6.4800000e+002 -9.9481623e-004
 -6.1200000e+002 -9.7512484e-004
 -5.7600000e+002 -9.5328897e-004
 -5.4000000e+002 -9.2857143e-004
 -5.0400000e+002 -9.0029024e-004
 -4.6800000e+002 -8.6798421e-004
 -4.3200000e+002 -8.3124734e-004
 -3.9600000e+002 -7.8967365e-004
 -3.6000000e+002 -7.4285715e-004
 -3.2400000e+002 -6.9178572e-004
 -2.8800000e+002 -6.4071428e-004
 -2.5200000e+002 -5.8500000e-004
 -2.1600000e+002 -5.2000000e-004
 -1.8000000e+002 -4.5500000e-004
 -1.4400000e+002 -3.7142857e-004
 -1.0800000e+002 -2.7857143e-004
 -7.2000000e+001 -1.8571428e-004
 -3.6000000e+001 -9.2857143e-005
  0.0000000e+000  0.0000000e+000
  3.6000000e+001  9.2857143e-005
  7.2000000e+001  1.8571428e-004
  1.0800000e+002  2.7857143e-004
  1.4400000e+002  3.7142857e-004
  1.8000000e+002  4.5500000e-004
  2.1600000e+002  5.2000000e-004
  2.5200000e+002  5.8500000e-004
  2.8800000e+002  6.4071428e-004
  3.2400000e+002  6.9178572e-004
  3.6000000e+002  7.4285715e-004
  3.9600000e+002  7.8967365e-004
  4.3200000e+002  8.3124734e-004
  4.6800000e+002  8.6798421e-004
  5.0400000e+002  9.0029024e-004
  5.4000000e+002  9.2857143e-004
  5.7600000e+002  9.5328897e-004
  6.1200000e+002  9.7512484e-004
  6.4800000e+002  9.9481623e-004
  6.8400000e+002  1.0131003e-003
  7.2000000e+002  1.0307143e-003
  7.5600000e+002  1.0482517e-003
  7.9200000e+002  1.0657317e-003
  8.2800000e+002  1.0830299e-003
  8.6400000e+002  1.1000219e-003
  9.0000000e+002  1.1165830e-003
  9.3600000e+002  1.1325889e-003
  9.7200000e+002  1.1479152e-003
  1.0080000e+003  1.1624372e-003
  1.0440000e+003  1.1760309e-003
  1.0800000e+003  1.1885715e-003
  1.1160000e+003  1.1999687e-003
  1.1520000e+003  1.2102690e-003
  1.1880000e+003  1.2195532e-003
  1.2240000e+003  1.2279016e-003
  1.2600000e+003  1.2353950e-003
  1.2960000e+003  1.2421139e-003
  1.3320000e+003  1.2481390e-003
  1.3680000e+003  1.2535508e-003
  1.4040000e+003  1.2584300e-003
  1.4400000e+003  1.2628572e-003
  1.4760000e+003  1.2669128e-003
  1.5120000e+003  1.2706777e-003
  1.5480000e+003  1.2742325e-003
  1.5840000e+003  1.2776576e-003
  1.6200000e+003  1.2810336e-003
  1.6560000e+003  1.2844413e-003
  1.6920000e+003  1.2879611e-003
  1.7280000e+003  1.2916738e-003
  1.7640000e+003  1.2956598e-003
  1.8000000e+003  1.3000000e-003
