% This is the magnetization curve shown in Figure P2-2. 
% The first column is the magnetization current in amps, 
% and the second column is the resulting flux in
% webers.  To use this file in MATLAB, type "load 
% p22_mag.dat".  The data will be loaded into an N x 2 array 
% named "p22_mag", with the first column containing Im and 
% the second column containing the flux.
% MATLAB function "interp1" can be used to recover
% a value from this curve.
 -4.4000000e+002 -1.0993500e-003
 -4.2000000e+002 -1.0946400e-003
 -4.0000000e+002 -1.0879100e-003
 -3.8000000e+002 -1.0754300e-003
 -3.6000000e+002 -1.0606000e-003
 -3.4000000e+002 -1.0438300e-003
 -3.2000000e+002 -1.0227700e-003
 -3.0000000e+002 -9.9936200e-004
 -2.8000000e+002 -9.7127700e-004
 -2.6000000e+002 -9.3851100e-004
 -2.4000000e+002 -9.0028400e-004
 -2.3000000e+002 -8.8200000e-004
 -2.2000000e+002 -8.5737600e-004
 -2.0000000e+002 -8.0744700e-004
 -1.8000000e+002 -7.4971600e-004
 -1.6000000e+002 -6.8496500e-004
 -1.4000000e+002 -6.0968100e-004
 -1.2000000e+002 -5.2776600e-004
 -1.0000000e+002 -4.4546100e-004
 -8.0000000e+001 -3.5730500e-004
 -6.0000000e+001 -2.6719900e-004
 -4.0000000e+001 -1.7943300e-004
 -2.0000000e+001 -8.9717000e-005
  0.0000000e+000  0.0000000e+000
  2.0000000e+001  8.9717000e-005
  4.0000000e+001  1.7943300e-004
  6.0000000e+001  2.6719900e-004
  8.0000000e+001  3.5730500e-004
  1.0000000e+002  4.4546100e-004
  1.2000000e+002  5.2776600e-004
  1.4000000e+002  6.0968100e-004
  1.6000000e+002  6.8496500e-004
  1.8000000e+002  7.4971600e-004
  2.0000000e+002  8.0744700e-004
  2.2000000e+002  8.5737600e-004
  2.3000000e+002  8.8200000e-004
  2.4000000e+002  9.0028400e-004
  2.6000000e+002  9.3851100e-004
  2.8000000e+002  9.7127700e-004
  3.0000000e+002  9.9936200e-004
  3.2000000e+002  1.0227700e-003
  3.4000000e+002  1.0438300e-003
  3.6000000e+002  1.0606000e-003
  3.8000000e+002  1.0754300e-003
  4.0000000e+002  1.0879100e-003
  4.2000000e+002  1.0946400e-003
  4.4000000e+002  1.0993500e-003
